,Lead_ID,Lead_Type,Marketing_Campaign,Campaign_Type,Campaign_Cost,Attended_Event,Cost_to_Acquire_Lead,Times_Contacted,Days_to_Respond,Engagement_Level,Lead_State,Lead_Acquired
7218,7219,Corporate,AutumnAwareness,Online,1954.88,1,428.0,4,9,Very High,NC,0
7219,7220,Corporate,SpringGrowth,In-Person,4155.63,0,10985.0,3,4,High,CA,1
7220,7221,Corporate,SpringGrowth,In-Person,4514.21,1,2757.0,3,5,Medium,FL,0
7221,7222,Individual,SpringGrowth,Hybrid,3983.93,1,4366.0,4,0,Medium,NY,1
7222,7223,Individual,SummerSales,Online,1542.21,0,4629.0,0,10,Low,OH,0
7223,7224,Individual,SpringGrowth,Online,1143.08,0,11366.0,2,1,Low,NY,1
7224,7225,Corporate,SpringGrowth,Hybrid,2564.48,1,15913.0,7,3,Low,OH,1
7225,7226,Non-Profit,YearEndPush,Hybrid,3163.11,0,13355.0,2,6,Low,CA,1
7226,7227,Corporate,SummerSales,In-Person,4167.35,0,7653.0,2,6,Medium,TX,1
7227,7228,Individual,SpringGrowth,In-Person,2464.86,0,687.0,2,8,Low,TX,0
7228,7229,Corporate,WinterBoost,Online,1796.84,1,3305.0,2,2,Medium,NY,0
7229,7230,Individual,SpringGrowth,Online,2200.69,0,7087.0,4,0,Very High,TX,1
7230,7231,Individual,SummerSales,In-Person,4246.18,0,11051.0,6,6,Medium,FL,1
7231,7232,Individual,AutumnAwareness,In-Person,3926.4,0,10327.0,3,4,High,GA,1
7232,7233,Individual,YearEndPush,Online,1778.03,1,1698.0,4,15,High,GA,0
7233,7234,Individual,YearEndPush,Online,1397.02,1,10901.0,2,6,Medium,NY,1
7234,7235,Individual,SummerSales,Online,2667.89,1,9213.0,2,7,High,PA,1
7235,7236,Individual,SpringGrowth,In-Person,4289.19,1,16980.0,1,6,Medium,IL,1
7236,7237,Individual,WinterBoost,Online,2535.21,0,3951.0,4,3,Medium,MI,0
7237,7238,Corporate,SpringGrowth,In-Person,3106.05,0,2572.0,2,9,Medium,GA,0
7238,7239,Individual,SpringGrowth,Online,1888.82,1,2917.0,2,12,High,NY,0
7239,7240,Individual,WinterBoost,Online,2566.28,1,4707.0,3,6,Medium,GA,0
7240,7241,Corporate,YearEndPush,Online,2616.44,1,1508.0,3,19,Medium,OH,0
7241,7242,Corporate,SpringGrowth,Hybrid,3468.26,0,1111.0,1,13,Medium,OH,0
7242,7243,Individual,AutumnAwareness,Online,1752.56,1,4759.0,2,6,Medium,PA,0
7243,7244,Individual,AutumnAwareness,Online,1639.14,0,16427.0,0,4,Medium,CA,1
7244,7245,Individual,SummerSales,Online,2257.51,1,4498.0,5,8,Low,NY,0
7245,7246,Individual,SummerSales,Online,1694.57,0,4144.0,3,3,High,NY,0
7246,7247,Individual,WinterBoost,Online,2202.24,1,1429.0,5,18,Medium,TX,0
7247,7248,Corporate,WinterBoost,Online,2326.52,1,8361.0,3,4,Medium,GA,1
7248,7249,Individual,SummerSales,Online,2747.62,1,2704.0,6,14,Medium,NY,0
7249,7250,Corporate,SpringGrowth,Online,1560.31,0,2123.0,6,12,High,GA,0
7250,7251,Corporate,YearEndPush,Online,2467.34,1,4607.0,2,6,Low,MI,0
7251,7252,Corporate,AutumnAwareness,In-Person,4685.78,1,12304.0,0,2,Low,TX,1
7252,7253,Individual,WinterBoost,Online,2767.44,0,3285.0,2,14,High,NC,0
7253,7254,Corporate,SummerSales,Hybrid,4124.42,0,15479.0,4,2,High,PA,1
7254,7255,Individual,AutumnAwareness,Online,2380.66,0,4703.0,3,14,High,OH,0
7255,7256,Individual,WinterBoost,In-Person,2911.77,0,2797.0,1,4,Very High,TX,1
7256,7257,Individual,WinterBoost,Online,1921.78,1,4251.0,3,9,Low,FL,0
7257,7258,Individual,SpringGrowth,Online,2163.56,1,2693.0,2,12,Low,IL,0
7258,7259,Corporate,WinterBoost,Online,1775.24,1,3441.0,5,9,Very High,PA,0
7259,7260,Individual,YearEndPush,Online,2272.02,0,295.0,3,11,Medium,TX,0
7260,7261,Individual,WinterBoost,In-Person,4102.99,0,1890.0,5,12,Low,MI,0
7261,7262,Individual,YearEndPush,In-Person,4166.35,1,1206.0,2,2,High,MI,0
7262,7263,Individual,SpringGrowth,In-Person,4238.07,1,16245.0,6,5,Medium,TX,1
7263,7264,Individual,YearEndPush,Online,1766.34,0,2889.0,8,8,Medium,MI,0
7264,7265,Corporate,AutumnAwareness,Online,2593.38,0,1857.0,5,1,Very High,PA,1
7265,7266,Individual,WinterBoost,Hybrid,2503.22,1,15458.0,4,2,Medium,NY,1
7266,7267,Individual,SummerSales,In-Person,5448.61,0,15933.0,3,3,High,NY,1
7267,7268,Individual,SummerSales,Online,2309.28,0,2284.0,3,9,Medium,IL,0
7268,7269,Individual,YearEndPush,Hybrid,2975.92,0,638.0,4,7,Medium,OH,0
7269,7270,Individual,SpringGrowth,Hybrid,3356.92,0,6602.0,0,2,Low,IL,1
7270,7271,Individual,YearEndPush,Online,1700.98,0,4884.0,2,15,High,PA,0
7271,7272,Non-Profit,YearEndPush,Online,1295.74,0,818.0,2,8,Low,MI,0
7272,7273,Individual,YearEndPush,Online,1718.83,0,1740.0,3,3,Medium,OH,1
7273,7274,Individual,AutumnAwareness,In-Person,1797.31,1,12296.0,4,2,Low,NC,1
7274,7275,Individual,AutumnAwareness,In-Person,5156.98,1,4095.0,2,4,Medium,TX,0
7275,7276,Corporate,YearEndPush,In-Person,4607.42,0,8354.0,3,4,Medium,NY,1
7276,7277,Individual,SpringGrowth,In-Person,4573.43,1,405.0,5,3,Low,MI,0
7277,7278,Individual,WinterBoost,Online,2202.33,1,487.0,0,19,Low,PA,0
7278,7279,Corporate,SummerSales,Online,1978.69,0,824.0,3,4,Medium,NC,0
7279,7280,Individual,AutumnAwareness,Hybrid,3714.96,0,2696.0,7,15,Low,CA,0
7280,7281,Individual,WinterBoost,Hybrid,3368.82,1,13756.0,2,6,Medium,OH,1
7281,7282,Individual,AutumnAwareness,Online,2517.74,1,2535.0,3,19,High,FL,0
7282,7283,Individual,AutumnAwareness,Online,2222.25,1,2440.0,3,14,Medium,CA,0
7283,7284,Individual,AutumnAwareness,Online,2306.52,0,278.0,2,9,Medium,GA,0
7284,7285,Individual,YearEndPush,Online,3056.53,0,3326.0,7,3,High,MI,1
7285,7286,Individual,YearEndPush,Online,1882.17,0,9615.0,5,7,Very High,MI,1
7286,7287,Individual,AutumnAwareness,Online,2402.1,0,2003.0,5,5,High,TX,0
7287,7288,Individual,AutumnAwareness,Online,2042.21,0,1804.0,3,16,High,MI,0
7288,7289,Corporate,SummerSales,In-Person,6423.17,0,3483.0,0,13,Medium,TX,0
7289,7290,Corporate,WinterBoost,Hybrid,3461.04,0,4275.0,5,15,Low,PA,0
7290,7291,Corporate,WinterBoost,Hybrid,3948.91,1,4642.0,3,8,Very High,GA,0
7291,7292,Individual,SpringGrowth,In-Person,4504.95,0,16973.0,4,6,Low,CA,1
7292,7293,Individual,SpringGrowth,In-Person,2778.66,1,5058.0,3,6,Medium,PA,1
7293,7294,Individual,SpringGrowth,Online,1814.74,1,4961.0,3,13,Low,TX,0
7294,7295,Individual,YearEndPush,Online,2569.62,1,4765.0,2,10,Low,TX,0
7295,7296,Non-Profit,YearEndPush,In-Person,3031.73,0,195.0,2,11,Medium,IL,0
7296,7297,Individual,SummerSales,Online,1102.03,1,5360.0,4,1,Low,FL,1
7297,7298,Individual,YearEndPush,Online,1721.24,0,15052.0,5,2,Low,GA,1
7298,7299,Individual,SpringGrowth,Online,1567.23,0,13943.0,6,2,High,OH,1
7299,7300,Individual,AutumnAwareness,Online,1254.79,0,1383.0,5,9,Very High,NC,0
7300,7301,Individual,SpringGrowth,In-Person,3848.66,0,347.0,2,3,Low,NC,0
7301,7302,Individual,SummerSales,Hybrid,3542.39,1,1081.0,0,17,Medium,NC,0
7302,7303,Individual,AutumnAwareness,Online,1617.5,0,5947.0,2,4,Medium,MI,1
7303,7304,Corporate,YearEndPush,Online,1776.48,0,5639.0,3,3,Low,OH,1
7304,7305,Individual,AutumnAwareness,Online,1877.7,0,4463.0,2,19,Low,PA,0
7305,7306,Corporate,SummerSales,Hybrid,3772.17,1,1665.0,2,11,Medium,NY,0
7306,7307,Corporate,YearEndPush,Online,2862.62,1,16427.0,2,5,High,NY,1
7307,7308,Individual,WinterBoost,Online,2339.5,0,2241.0,1,7,High,CA,0
7308,7309,Corporate,SpringGrowth,Online,2070.85,0,1637.0,3,4,High,CA,1
7309,7310,Individual,SpringGrowth,Online,1731.68,0,835.0,4,7,Medium,GA,0
7310,7311,Non-Profit,SummerSales,In-Person,5886.17,1,3487.0,5,14,High,OH,0
7311,7312,Individual,SummerSales,Online,1687.59,1,2759.0,1,18,High,MI,0
7312,7313,Individual,SpringGrowth,In-Person,4187.02,0,5234.0,1,6,Medium,PA,1
7313,7314,Individual,AutumnAwareness,In-Person,4588.42,1,3467.0,5,3,Medium,IL,1
7314,7315,Individual,WinterBoost,Online,1971.44,1,8079.0,4,2,Medium,MI,1
7315,7316,Non-Profit,WinterBoost,In-Person,4895.98,0,548.0,2,3,Low,CA,0
7316,7317,Individual,SummerSales,In-Person,4399.0,0,6349.0,3,2,High,PA,1
7317,7318,Individual,SummerSales,In-Person,4178.66,1,1935.0,2,19,Very High,MI,0
7318,7319,Individual,AutumnAwareness,In-Person,3842.01,0,9834.0,4,2,Medium,IL,1
7319,7320,Corporate,SummerSales,In-Person,5616.95,1,4815.0,3,8,High,OH,0
7320,7321,Individual,WinterBoost,Online,1735.7,0,713.0,3,15,Medium,MI,0
7321,7322,Individual,SpringGrowth,Hybrid,3344.01,1,1533.0,3,16,Very High,MI,0
7322,7323,Individual,WinterBoost,Online,2229.29,1,8667.0,0,2,Very High,FL,1
7323,7324,Corporate,AutumnAwareness,Online,2593.07,0,976.0,1,9,Low,NY,0
7324,7325,Individual,SpringGrowth,Online,2183.84,1,7442.0,1,7,Medium,CA,1
7325,7326,Individual,SpringGrowth,Online,1864.05,0,2675.0,5,10,Medium,FL,0
7326,7327,Individual,WinterBoost,Online,2280.67,0,1233.0,2,12,High,GA,0
7327,7328,Corporate,SpringGrowth,Online,1626.44,0,4970.0,1,4,Medium,MI,0
7328,7329,Individual,SpringGrowth,Hybrid,2990.04,1,8966.0,3,0,High,PA,1
7329,7330,Individual,SummerSales,In-Person,3237.07,1,771.0,0,15,Medium,MI,0
7330,7331,Individual,SpringGrowth,Online,2398.6,0,1730.0,3,9,High,MI,0
7331,7332,Corporate,AutumnAwareness,Online,1917.53,1,3418.0,4,4,Low,PA,0
7332,7333,Corporate,SpringGrowth,Online,2483.8,1,13325.0,2,2,Medium,NC,1
7333,7334,Individual,SummerSales,In-Person,5134.78,0,460.0,3,19,Low,IL,0
7334,7335,Individual,YearEndPush,Online,2292.53,1,7905.0,1,2,Medium,PA,1
7335,7336,Individual,YearEndPush,Online,2111.36,1,12251.0,2,5,Very High,FL,1
7336,7337,Individual,AutumnAwareness,Hybrid,1954.89,1,2492.0,1,15,Medium,OH,0
7337,7338,Individual,AutumnAwareness,In-Person,3499.76,1,16508.0,4,5,High,PA,1
7338,7339,Individual,SpringGrowth,Online,1969.06,1,13849.0,1,3,Medium,NC,1
7339,7340,Individual,SpringGrowth,In-Person,4162.5,0,4001.0,2,9,Low,IL,0
7340,7341,Corporate,YearEndPush,In-Person,5251.98,1,15378.0,2,6,Medium,MI,1
7341,7342,Individual,YearEndPush,Online,1480.31,1,897.0,1,18,Low,TX,0
7342,7343,Individual,WinterBoost,Online,2336.86,1,15234.0,5,2,Medium,MI,1
7343,7344,Individual,YearEndPush,Online,2386.88,0,1883.0,2,9,Medium,CA,0
7344,7345,Individual,YearEndPush,In-Person,4165.37,1,7015.0,1,2,Very High,PA,1
7345,7346,Individual,AutumnAwareness,Online,1732.29,1,9551.0,5,7,High,MI,1
7346,7347,Individual,WinterBoost,Online,2026.02,0,166.0,3,6,Low,IL,0
7347,7348,Individual,WinterBoost,In-Person,2468.58,0,3134.0,6,13,Low,GA,0
7348,7349,Corporate,SpringGrowth,Online,2421.19,0,2190.0,4,3,Low,PA,0
7349,7350,Corporate,SpringGrowth,Hybrid,2842.87,0,3519.0,3,3,Medium,NC,1
7350,7351,Individual,WinterBoost,In-Person,4207.78,0,7674.0,2,6,Low,IL,1
7351,7352,Individual,WinterBoost,Hybrid,2743.48,0,8592.0,3,2,High,TX,1
7352,7353,Individual,SpringGrowth,Online,2045.55,0,2376.0,5,18,Low,OH,0
7353,7354,Individual,AutumnAwareness,In-Person,4324.9,1,4349.0,3,7,Very High,PA,1
7354,7355,Individual,AutumnAwareness,Online,2269.15,1,3615.0,1,14,Medium,MI,0
7355,7356,Corporate,AutumnAwareness,Online,2432.36,0,333.0,5,15,High,NC,0
7356,7357,Non-Profit,AutumnAwareness,In-Person,3832.25,1,1322.0,4,10,Very High,IL,0
7357,7358,Corporate,SpringGrowth,In-Person,1870.23,0,2692.0,4,2,Very High,NY,1
7358,7359,Individual,SummerSales,Online,1313.8,1,12005.0,5,4,Medium,PA,1
7359,7360,Corporate,YearEndPush,Online,1588.5,1,2644.0,2,10,Very High,TX,0
7360,7361,Corporate,YearEndPush,Online,2595.65,0,3855.0,6,0,Very High,GA,1
7361,7362,Individual,YearEndPush,Online,2224.63,1,1155.0,1,10,Low,TX,0
7362,7363,Individual,YearEndPush,In-Person,3754.36,1,4006.0,1,3,Low,TX,1
7363,7364,Corporate,SpringGrowth,Online,1978.63,0,4654.0,1,7,Medium,MI,0
7364,7365,Individual,SummerSales,Online,1615.23,0,1833.0,4,4,High,GA,1
7365,7366,Individual,SpringGrowth,In-Person,4532.56,0,4062.0,4,5,High,IL,1
7366,7367,Individual,SummerSales,Online,1628.9,0,3447.0,2,13,Medium,NC,0
7367,7368,Individual,SpringGrowth,Online,1915.16,1,1269.0,4,11,Medium,PA,0
7368,7369,Individual,WinterBoost,In-Person,3651.15,0,16276.0,4,6,Medium,MI,1
7369,7370,Corporate,SummerSales,Online,1887.33,0,4201.0,6,6,Medium,MI,0
7370,7371,Individual,YearEndPush,Online,1485.87,1,12412.0,6,1,Medium,GA,1
7371,7372,Individual,SummerSales,In-Person,4322.19,1,593.0,4,19,Medium,NC,0
7372,7373,Individual,AutumnAwareness,Online,2050.13,1,3279.0,2,8,Low,OH,0
7373,7374,Individual,SummerSales,In-Person,4571.69,0,3943.0,5,14,Medium,PA,0
7374,7375,Individual,AutumnAwareness,Hybrid,2812.65,1,12130.0,2,1,High,GA,1
7375,7376,Individual,AutumnAwareness,Hybrid,3448.03,0,3295.0,1,5,High,OH,1
7376,7377,Individual,WinterBoost,Online,2320.65,0,1463.0,5,2,Medium,PA,0
7377,7378,Individual,SummerSales,Online,2097.75,0,3498.0,2,7,Low,PA,0
7378,7379,Individual,WinterBoost,Online,1847.42,0,1156.0,2,9,Medium,IL,0
7379,7380,Individual,YearEndPush,Online,2138.87,0,242.0,3,10,Low,CA,0
7380,7381,Individual,SummerSales,Online,1195.56,1,3415.0,3,8,Very High,OH,0
7381,7382,Individual,SpringGrowth,Online,1881.46,0,4931.0,6,11,Low,CA,0
7382,7383,Non-Profit,SpringGrowth,Online,1937.32,1,16770.0,0,0,Medium,NY,1
7383,7384,Individual,SpringGrowth,In-Person,4786.28,1,16395.0,3,6,Low,GA,1
7384,7385,Individual,AutumnAwareness,Online,1650.59,0,2873.0,3,9,Medium,NY,0
7385,7386,Individual,SpringGrowth,In-Person,5933.92,0,1984.0,3,3,High,TX,0
7386,7387,Individual,YearEndPush,Online,1497.05,1,1753.0,1,6,Medium,PA,1
7387,7388,Non-Profit,SummerSales,In-Person,4498.17,1,2364.0,2,19,Medium,GA,0
7388,7389,Individual,SummerSales,In-Person,4148.9,0,2024.0,1,16,Medium,IL,0
7389,7390,Individual,AutumnAwareness,Online,1762.96,0,4145.0,4,7,High,FL,0
7390,7391,Individual,AutumnAwareness,Online,1472.54,1,5157.0,6,7,Low,IL,1
7391,7392,Individual,AutumnAwareness,In-Person,4339.32,1,9002.0,2,1,Medium,TX,1
7392,7393,Corporate,YearEndPush,Online,1983.65,1,11115.0,4,0,Medium,FL,1
7393,7394,Individual,SummerSales,Online,2379.92,0,4737.0,1,1,Medium,TX,1
7394,7395,Individual,WinterBoost,Online,2127.65,0,4831.0,2,1,Very High,FL,1
7395,7396,Individual,AutumnAwareness,Online,1950.94,0,2527.0,4,6,Low,CA,1
7396,7397,Individual,SpringGrowth,Online,1540.15,1,2581.0,3,15,Low,FL,0
7397,7398,Corporate,WinterBoost,Online,1532.71,0,15699.0,2,7,Low,CA,1
7398,7399,Individual,WinterBoost,Hybrid,2837.94,0,3666.0,3,4,Low,OH,1
7399,7400,Individual,AutumnAwareness,Online,1816.24,1,1990.0,3,19,Low,MI,0
7400,7401,Individual,SpringGrowth,Hybrid,2805.9,0,14783.0,5,6,Very High,FL,1
7401,7402,Individual,AutumnAwareness,Online,2313.83,1,13686.0,4,1,High,GA,1
7402,7403,Individual,AutumnAwareness,In-Person,3598.45,0,3225.0,4,4,Medium,OH,0
7403,7404,Individual,SpringGrowth,Online,1524.81,0,1969.0,4,6,Low,FL,1
7404,7405,Individual,WinterBoost,In-Person,5070.42,0,1041.0,2,2,Low,IL,0
7405,7406,Individual,WinterBoost,Online,1721.53,1,1715.0,4,2,Medium,MI,0
7406,7407,Individual,SpringGrowth,In-Person,4644.36,1,2068.0,2,15,Medium,IL,0
7407,7408,Non-Profit,WinterBoost,Online,2143.72,0,15281.0,4,5,High,MI,1
7408,7409,Individual,YearEndPush,Online,2068.38,0,3322.0,4,2,High,NC,0
7409,7410,Individual,AutumnAwareness,Online,1956.31,1,16620.0,3,0,Low,OH,1
7410,7411,Individual,YearEndPush,In-Person,3401.41,1,4250.0,3,2,High,NC,0
7411,7412,Individual,YearEndPush,Online,2344.42,0,1571.0,4,5,High,PA,0
7412,7413,Individual,YearEndPush,In-Person,3909.17,1,9160.0,2,2,High,PA,1
7413,7414,Corporate,SummerSales,Online,2385.68,1,1158.0,3,13,Low,FL,0
7414,7415,Individual,SummerSales,Online,1621.8,1,9405.0,5,6,High,OH,1
7415,7416,Individual,YearEndPush,In-Person,3965.58,0,1106.0,4,16,Low,IL,0
7416,7417,Individual,AutumnAwareness,Online,1487.72,1,7483.0,2,6,Medium,CA,1
7417,7418,Individual,YearEndPush,Online,1661.42,0,3290.0,1,5,Low,MI,0
7418,7419,Individual,YearEndPush,Online,1696.74,1,1320.0,1,11,Very High,TX,0
7419,7420,Corporate,SummerSales,Online,2198.61,0,15311.0,4,2,Medium,OH,1
7420,7421,Individual,YearEndPush,Online,2165.14,1,2593.0,2,2,Medium,TX,1
7421,7422,Individual,AutumnAwareness,Online,2471.41,1,6289.0,6,0,Medium,MI,1
7422,7423,Individual,AutumnAwareness,Online,1106.47,1,4761.0,4,12,Low,MI,0
7423,7424,Individual,YearEndPush,Online,1888.56,1,4966.0,5,7,Low,TX,0
7424,7425,Individual,AutumnAwareness,Online,3244.65,1,1897.0,4,11,Low,PA,0
7425,7426,Individual,YearEndPush,Online,2232.31,0,4412.0,9,7,Medium,CA,1
7426,7427,Individual,SummerSales,Online,1916.22,1,16611.0,3,0,High,TX,1
7427,7428,Individual,YearEndPush,Online,2314.19,0,2971.0,9,13,Low,NY,0
7428,7429,Individual,WinterBoost,In-Person,3684.7,1,6989.0,1,2,Low,NC,1
7429,7430,Individual,SummerSales,Online,1568.66,1,613.0,1,4,Medium,NC,0
7430,7431,Individual,AutumnAwareness,In-Person,3862.09,1,1717.0,0,16,High,FL,0
7431,7432,Individual,AutumnAwareness,Online,2116.72,1,15832.0,3,5,High,NC,1
7432,7433,Individual,SummerSales,Online,2286.49,0,4617.0,1,17,High,MI,0
7433,7434,Individual,WinterBoost,Online,2302.52,0,4712.0,2,11,Medium,TX,0
7434,7435,Individual,SummerSales,Online,1664.6,1,1680.0,4,1,Medium,TX,1
7435,7436,Corporate,SpringGrowth,Online,2133.66,0,13759.0,3,2,Medium,TX,1
7436,7437,Individual,WinterBoost,Hybrid,2568.8,0,12768.0,3,3,High,CA,1
7437,7438,Individual,SummerSales,Online,2333.35,0,10912.0,6,6,High,FL,1
7438,7439,Individual,SpringGrowth,Online,2266.62,1,3857.0,2,12,Low,CA,0
7439,7440,Individual,YearEndPush,Online,2212.57,1,2132.0,2,17,Medium,FL,0
7440,7441,Individual,WinterBoost,Hybrid,4353.88,1,3310.0,3,18,Very High,GA,0
7441,7442,Individual,YearEndPush,Online,1989.55,0,5642.0,2,0,Low,CA,1
7442,7443,Individual,SpringGrowth,Online,2707.39,0,804.0,5,15,Low,NY,0
7443,7444,Individual,AutumnAwareness,Online,2337.37,0,5123.0,4,3,Medium,PA,1
7444,7445,Individual,AutumnAwareness,In-Person,3768.89,1,6229.0,0,3,Medium,OH,1
7445,7446,Corporate,AutumnAwareness,Online,1324.75,0,1773.0,6,17,Low,CA,0
7446,7447,Individual,YearEndPush,Online,2867.36,0,3799.0,5,15,Medium,PA,0
7447,7448,Individual,WinterBoost,In-Person,4163.1,0,2191.0,2,7,Medium,NC,0
7448,7449,Individual,YearEndPush,Online,1424.91,1,6759.0,2,0,High,TX,1
7449,7450,Individual,YearEndPush,Hybrid,3867.22,1,2948.0,5,11,Medium,NY,0
7450,7451,Individual,AutumnAwareness,In-Person,5382.88,1,4414.0,6,18,Medium,PA,0
7451,7452,Individual,YearEndPush,Online,2222.48,0,9529.0,5,7,Very High,CA,1
7452,7453,Individual,SpringGrowth,Online,1498.44,0,4763.0,4,11,Low,GA,0
7453,7454,Individual,SummerSales,In-Person,3952.03,0,15476.0,2,6,Medium,PA,1
7454,7455,Corporate,SummerSales,Online,2597.12,0,11255.0,3,2,Low,GA,1
7455,7456,Non-Profit,SummerSales,Online,1990.88,0,1877.0,3,11,Medium,NC,0
7456,7457,Individual,AutumnAwareness,In-Person,4253.03,0,4453.0,1,15,High,GA,0
7457,7458,Individual,AutumnAwareness,Online,1654.05,1,15238.0,3,5,High,NC,1
7458,7459,Individual,SummerSales,In-Person,4831.04,1,992.0,3,18,Low,TX,0
7459,7460,Individual,WinterBoost,Online,2453.33,0,6184.0,2,4,Low,FL,1
7460,7461,Individual,SummerSales,Online,1852.85,0,1071.0,1,10,Medium,IL,0
7461,7462,Individual,YearEndPush,Online,1787.21,1,9354.0,2,7,Very High,TX,1
7462,7463,Corporate,SummerSales,Online,2017.47,0,5132.0,5,7,Medium,OH,1
7463,7464,Individual,SummerSales,In-Person,4826.51,0,7473.0,3,3,Low,FL,1
7464,7465,Individual,WinterBoost,Online,1442.98,0,202.0,4,16,Low,FL,0
7465,7466,Individual,AutumnAwareness,In-Person,4562.77,0,12049.0,4,2,High,GA,1
7466,7467,Corporate,AutumnAwareness,Online,1886.21,0,1207.0,4,8,Medium,PA,0
7467,7468,Individual,YearEndPush,Online,1694.28,0,3346.0,4,3,Low,NY,0
7468,7469,Individual,SummerSales,Online,2259.58,0,3812.0,1,5,Low,CA,0
7469,7470,Individual,SpringGrowth,Online,1624.69,1,3517.0,1,19,Low,FL,0
7470,7471,Corporate,YearEndPush,Online,993.27,0,7917.0,1,4,Medium,OH,1
7471,7472,Individual,AutumnAwareness,Online,1878.25,0,4251.0,3,12,High,CA,0
7472,7473,Corporate,WinterBoost,Hybrid,1938.79,1,3062.0,2,6,Medium,FL,1
7473,7474,Individual,AutumnAwareness,Online,2717.33,1,14627.0,4,3,High,NC,1
7474,7475,Individual,AutumnAwareness,Online,2800.68,1,2913.0,4,2,Low,OH,1
7475,7476,Individual,WinterBoost,Online,1787.13,1,3759.0,8,6,Medium,CA,0
7476,7477,Individual,SummerSales,Online,1616.01,0,12198.0,4,3,High,FL,1
7477,7478,Individual,SummerSales,In-Person,4062.88,0,1019.0,4,9,Medium,OH,0
7478,7479,Corporate,AutumnAwareness,Online,2167.2,1,4652.0,1,6,High,FL,0
7479,7480,Individual,YearEndPush,Online,1760.11,1,4327.0,4,3,Medium,MI,0
7480,7481,Individual,SpringGrowth,In-Person,3480.05,0,14520.0,2,7,Very High,TX,1
7481,7482,Individual,YearEndPush,Online,2468.31,0,4688.0,4,6,Medium,TX,0
7482,7483,Individual,YearEndPush,Online,1552.91,0,2257.0,3,4,Medium,NC,0
7483,7484,Individual,AutumnAwareness,In-Person,4454.25,1,8004.0,3,2,Medium,NC,1
7484,7485,Individual,AutumnAwareness,Online,2408.09,0,681.0,3,13,Medium,NC,0
7485,7486,Individual,SpringGrowth,Online,2419.61,0,2517.0,4,7,Medium,NY,1
7486,7487,Individual,SpringGrowth,In-Person,3951.2,0,895.0,2,8,High,NC,0
7487,7488,Non-Profit,SpringGrowth,Online,2890.51,0,3297.0,1,5,Medium,NY,0
7488,7489,Individual,AutumnAwareness,Online,2205.45,0,16928.0,0,6,Low,TX,1
7489,7490,Corporate,AutumnAwareness,Online,1945.97,1,1983.0,5,15,Low,MI,0
7490,7491,Individual,YearEndPush,Online,1588.97,0,3467.0,7,19,Medium,GA,0
7491,7492,Individual,AutumnAwareness,In-Person,3798.83,0,5154.0,8,5,Low,NC,1
7492,7493,Individual,SummerSales,In-Person,3306.91,0,16497.0,4,6,Low,NC,1
7493,7494,Individual,SummerSales,Online,2101.76,1,909.0,4,8,High,OH,0
7494,7495,Corporate,SpringGrowth,In-Person,4187.52,1,8342.0,1,1,Low,GA,1
7495,7496,Individual,AutumnAwareness,Online,1876.7,0,3033.0,5,16,Low,CA,0
7496,7497,Individual,SummerSales,In-Person,4133.84,0,3368.0,4,2,Low,MI,0
7497,7498,Corporate,YearEndPush,In-Person,3612.56,0,4968.0,2,13,Medium,NC,0
7498,7499,Individual,WinterBoost,Online,1924.43,0,3084.0,0,7,Medium,GA,0
7499,7500,Individual,YearEndPush,Online,1725.3,0,672.0,3,14,Medium,MI,0
7500,7501,Individual,WinterBoost,In-Person,3666.72,0,1306.0,1,7,Medium,PA,0
7501,7502,Corporate,YearEndPush,In-Person,3972.19,0,15242.0,4,1,Low,CA,1
7502,7503,Individual,SummerSales,In-Person,3994.62,0,16720.0,2,6,Medium,NC,1
7503,7504,Individual,AutumnAwareness,Online,1767.85,0,10449.0,2,0,Low,FL,1
7504,7505,Individual,WinterBoost,Online,1844.53,1,3180.0,1,14,High,NC,0
7505,7506,Corporate,AutumnAwareness,Online,1845.44,0,2560.0,2,16,Medium,NY,0
7506,7507,Individual,AutumnAwareness,Online,2182.31,1,1841.0,2,17,Low,NC,0
7507,7508,Individual,SummerSales,In-Person,3806.62,0,13471.0,1,4,High,IL,1
7508,7509,Individual,SpringGrowth,In-Person,3655.65,0,4105.0,2,9,Medium,NY,0
7509,7510,Corporate,SpringGrowth,Online,1970.07,1,16891.0,3,6,Low,NY,1
7510,7511,Corporate,WinterBoost,Online,2070.82,1,2713.0,2,14,Low,NY,0
7511,7512,Non-Profit,SummerSales,Online,1321.87,0,7598.0,2,6,Medium,TX,1
7512,7513,Individual,AutumnAwareness,Online,1604.92,1,10312.0,1,3,Low,NY,1
7513,7514,Individual,YearEndPush,Online,1987.07,1,1815.0,6,14,Medium,GA,0
7514,7515,Individual,YearEndPush,In-Person,3224.76,1,1669.0,3,13,Medium,GA,0
7515,7516,Corporate,WinterBoost,In-Person,3302.33,0,776.0,2,18,Low,CA,0
7516,7517,Individual,WinterBoost,Online,1809.95,0,1933.0,1,4,Medium,CA,0
7517,7518,Individual,WinterBoost,In-Person,2720.88,1,2613.0,4,16,High,PA,0
7518,7519,Corporate,SummerSales,Online,2201.91,0,900.0,3,18,Medium,OH,0
7519,7520,Individual,YearEndPush,Online,1252.27,1,1241.0,2,7,Low,GA,0
7520,7521,Individual,SummerSales,Online,1838.4,1,11580.0,4,3,Medium,MI,1
